"contrast","estimate","SE","df","t.ratio","p.value","trait"
"702 - 733",-0.0127763692881344,0.190343576906373,30.9892192105162,-0.0671226709920393,0.964450716478638,"ratio"
"702 - 141",-1.45321538300655,0.190343576906373,30.9892192105162,-7.63469619845046,9.91866871002452e-08,"ratio"
"702 - 522co141",-1.72717839543121,0.189314724777214,30.37264257736,-9.12331778451865,6.73793524305967e-09,"ratio"
"702 - 702co141",-1.38922471390215,0.189314724777214,30.37264257736,-7.33817570470019,1.21508256382887e-07,"ratio"
"702 - 717co141",-1.36946084367757,0.190343576906373,30.9892192105162,-7.19467851731706,1.32640631127728e-07,"ratio"
"702 - 733co141",-1.43223794228217,0.189314724777214,30.37264257736,-7.56538057970734,9.91866871002452e-08,"ratio"
"717 - 733",0.0270169030355519,0.191366897664023,31.6099322128854,0.141178559956512,0.964450716478638,"ratio"
"717 - 141",-1.41342211068287,0.191366897664023,31.6099322128854,-7.38592791091992,1.04446132080956e-07,"ratio"
"717 - 522co141",-1.68738512310752,0.190343576906373,30.9892192105162,-8.86494385853386,7.23382303381347e-09,"ratio"
"717 - 702co141",-1.34943144157847,0.190343576906373,30.9892192105162,-7.08945089459062,1.58008446891272e-07,"ratio"
"717 - 717co141",-1.32966757135389,0.191366897664023,31.6099322128854,-6.94826319277194,1.92208693939888e-07,"ratio"
"717 - 733co141",-1.39244466995849,0.190343576906373,30.9892192105162,-7.31542767341924,1.21508256382887e-07,"ratio"
"733 - 141",-1.44043901371842,0.191366897664023,31.6099322128854,-7.52710647087643,9.91866871002452e-08,"ratio"
"733 - 522co141",-1.71440202614308,0.190343576906373,30.9892192105162,-9.00688141941537,6.73793524305967e-09,"ratio"
"733 - 702co141",-1.37644834461402,0.190343576906373,30.9892192105162,-7.23138845547213,1.32640631127728e-07,"ratio"
"733 - 717co141",-1.35668447438944,0.191366897664023,31.6099322128854,-7.08944175272845,1.50014748680683e-07,"ratio"
"733 - 733co141",-1.41946157299404,0.190343576906373,30.9892192105162,-7.45736523430075,1.04446132080956e-07,"ratio"
"141 - 522co141",-0.273963012424657,0.190343576906373,30.9892192105162,-1.43930789195695,0.258966999048272,"ratio"
"141 - 702co141",0.063990669104397,0.190343576906373,30.9892192105162,0.33618507198629,0.929703880531817,"ratio"
"141 - 717co141",0.0837545393289785,0.191366897664023,31.6099322128854,0.437664718147982,0.929703880531817,"ratio"
"141 - 733co141",0.0209774407243772,0.190343576906373,30.9892192105162,0.110208293157671,0.964450716478638,"ratio"
"522co141 - 702co141",0.337953681529054,0.189314724777214,30.37264257736,1.78514207981846,0.144769142458305,"ratio"
"522co141 - 717co141",0.357717551753636,0.190343576906373,30.9892192105162,1.87932557309034,0.123542017470221,"ratio"
"522co141 - 733co141",0.294940453149035,0.189314724777214,30.37264257736,1.55793720481131,0.216013787747684,"ratio"
"702co141 - 717co141",0.0197638702245815,0.190343576906373,30.9892192105162,0.103832609147105,0.964450716478638,"ratio"
"702co141 - 733co141",-0.0430132283800198,0.189314724777214,30.37264257736,-0.227204875007149,0.957652456454766,"ratio"
"717co141 - 733co141",-0.0627770986046012,0.190343576906373,30.9892192105162,-0.329809387975724,0.929703880531817,"ratio"
"InCtrl - ExCtrl",1.85290350218075,37.0801782402311,30.8453860528097,0.0499701886591904,0.996871616822083,"shoot_mass"
"InCtrl - 522",-2.05209649781923,30.3154807295717,30.9985317411977,-0.0676913724748387,0.996871616822083,"shoot_mass"
"InCtrl - 702",9.08590350218077,30.3154807295717,30.9985317411978,0.299711674811667,0.980341650054214,"shoot_mass"
"InCtrl - 717",0.819301345273218,30.4340968455697,31.4595784649054,0.0269205079234176,0.996871616822083,"shoot_mass"
"InCtrl - 733",0.00205751377620109,30.4340968455697,31.4595784649054,6.76055473780423e-05,0.999946485463925,"shoot_mass"
"InCtrl - 141",-218.628204464908,30.4340968455697,31.4595784649054,-7.18366001049028,5.47697321352966e-07,"shoot_mass"
"InCtrl - 522co141",-180.349096497819,30.3154807295717,30.9985317411977,-5.94907592284672,5.34673398169685e-06,"shoot_mass"
"InCtrl - 702co141",-203.890596497819,30.3154807295717,30.9985317411977,-6.72562636616647,9.69397303859967e-07,"shoot_mass"
"InCtrl - 717co141",-121.532467498209,30.4340968455697,31.4595784649054,-3.99329962426339,0.000743467065425403,"shoot_mass"
"InCtrl - 733co141",-131.549096497819,30.3154807295717,30.9985317411977,-4.33933730661568,0.000352774403781324,"shoot_mass"
"ExCtrl - 522",-3.90499999999999,36.9828844113979,30.5399071933289,-0.105589384444997,0.996871616822083,"shoot_mass"
"ExCtrl - 702",7.23300000000001,36.9828844113979,30.5399071933289,0.195576957155101,0.996871616822083,"shoot_mass"
"ExCtrl - 717",-1.03360215690754,37.080178240231,30.8453860528096,-0.0278747893338362,0.996871616822083,"shoot_mass"
"ExCtrl - 733",-1.85084598840455,37.080178240231,30.8453860528096,-0.0499147004206262,0.996871616822083,"shoot_mass"
"ExCtrl - 141",-220.481107967088,37.080178240231,30.8453860528095,-5.94606386567668,5.34673398169685e-06,"shoot_mass"
"ExCtrl - 522co141",-182.202,36.9828844113979,30.5399071933289,-4.92665736866771,8.39004685708845e-05,"shoot_mass"
"ExCtrl - 702co141",-205.7435,36.982884411398,30.5399071933289,-5.56320858349791,1.45071035281511e-05,"shoot_mass"
"ExCtrl - 717co141",-123.38537100039,37.080178240231,30.8453860528095,-3.32752906960194,0.00417181225610745,"shoot_mass"
"ExCtrl - 733co141",-133.402,36.982884411398,30.5399071933289,-3.60712805729362,0.00206731137804656,"shoot_mass"
"522 - 702",11.138,30.1963986747517,30.5399071933289,0.368851932310487,0.980341650054214,"shoot_mass"
"522 - 717",2.87139784309245,30.3154807295716,30.9985317411975,0.0947172129218954,0.996871616822083,"shoot_mass"
"522 - 733",2.05415401159543,30.3154807295716,30.9985317411975,0.0677592425440802,0.996871616822083,"shoot_mass"
"522 - 141",-216.576107967088,30.3154807295716,30.9985317411975,-7.14407631859937,5.47697321352966e-07,"shoot_mass"
"522 - 522co141",-178.297,30.1963986747517,30.5399071933289,-5.90457828830695,5.85392176844703e-06,"shoot_mass"
"522 - 702co141",-201.8385,30.1963986747517,30.5399071933289,-6.68419112404833,1.05487364121043e-06,"shoot_mass"
"522 - 717co141",-119.48037100039,30.3154807295716,30.9985317411975,-3.9412329319865,0.000844718534687397,"shoot_mass"
"522 - 733co141",-129.497,30.1963986747517,30.5399071933289,-4.28849153155066,0.000382462398376895,"shoot_mass"
"702 - 717",-8.26660215690755,30.3154807295716,30.9985317411975,-0.272685834364612,0.983628837146884,"shoot_mass"
"702 - 733",-9.08384598840457,30.3154807295716,30.9985317411975,-0.299643804742427,0.980341650054214,"shoot_mass"
"702 - 141",-227.714107967088,30.3154807295716,30.9985317411975,-7.51147936588588,5.47697321352966e-07,"shoot_mass"
"702 - 522co141",-189.435,30.1963986747517,30.5399071933289,-6.27343022061744,3.01289005437473e-06,"shoot_mass"
"702 - 702co141",-212.9765,30.1963986747517,30.5399071933289,-7.05304305635882,6.37381289644291e-07,"shoot_mass"
"702 - 717co141",-130.61837100039,30.3154807295716,30.9985317411975,-4.30863597927301,0.000367979275438233,"shoot_mass"
"702 - 733co141",-140.635,30.1963986747517,30.5399071933289,-4.65734346386115,0.000170768248762573,"shoot_mass"
"717 - 733",-0.817243831497017,30.4340968455696,31.4595784649051,-0.0268529023760396,0.996871616822083,"shoot_mass"
"717 - 141",-219.447505810181,30.4340968455696,31.459578464905,-7.21058051841372,5.47697321352966e-07,"shoot_mass"
"717 - 522co141",-181.168397843092,30.3154807295716,30.9985317411975,-5.9761017632938,5.34673398169685e-06,"shoot_mass"
"717 - 702co141",-204.709897843093,30.3154807295716,30.9985317411975,-6.75265220661355,9.69397303859967e-07,"shoot_mass"
"717 - 717co141",-122.351768843482,30.4340968455696,31.4595784649051,-4.02022013218682,0.000743467065425403,"shoot_mass"
"717 - 733co141",-132.368397843093,30.3154807295716,30.9985317411975,-4.36636314706275,0.000352774403781324,"shoot_mass"
"733 - 141",-218.630261978684,30.4340968455696,31.4595784649051,-7.18372761603768,5.47697321352966e-07,"shoot_mass"
"733 - 522co141",-180.351154011595,30.3154807295716,30.9985317411975,-5.94914379291598,5.34673398169685e-06,"shoot_mass"
"733 - 702co141",-203.892654011596,30.3154807295716,30.9985317411975,-6.72569423623574,9.69397303859967e-07,"shoot_mass"
"733 - 717co141",-121.534525011985,30.4340968455696,31.4595784649051,-3.99336722981078,0.000743467065425403,"shoot_mass"
"733 - 733co141",-131.551154011596,30.3154807295716,30.9985317411975,-4.33940517668494,0.000352774403781324,"shoot_mass"
"141 - 522co141",38.2791079670885,30.3154807295716,30.9985317411975,1.26269176822747,0.321254101524126,"shoot_mass"
"141 - 702co141",14.7376079670882,30.3154807295716,30.9985317411975,0.486141324907712,0.888865001198607,"shoot_mass"
"141 - 717co141",97.0957369666983,30.4340968455696,31.4595784649051,3.1903603862269,0.00569964780696456,"shoot_mass"
"141 - 733co141",87.0791079670881,30.3154807295716,30.9985317411975,2.87243038445851,0.0125246072153546,"shoot_mass"
"522co141 - 702co141",-23.5415000000004,30.1963986747517,30.5399071933289,-0.779612835741378,0.639185322393187,"shoot_mass"
"522co141 - 717co141",58.8166289996097,30.3154807295716,30.9985317411975,1.9401516183854,0.0966511514805679,"shoot_mass"
"522co141 - 733co141",48.7999999999995,30.1963986747517,30.5399071933289,1.61608675675629,0.177772975690469,"shoot_mass"
"702co141 - 717co141",82.3581289996101,30.3154807295716,30.9985317411975,2.71670206170515,0.0178143852591249,"shoot_mass"
"702co141 - 733co141",72.3414999999999,30.1963986747517,30.5399071933289,2.39569959249767,0.0370627387071347,"shoot_mass"
"717co141 - 733co141",-10.0166289996102,30.3154807295716,30.9985317411975,-0.330413002154354,0.980341650054214,"shoot_mass"
"InCtrl - ExCtrl",3.39929636398583,21.2528038742012,30.8705417017205,0.159945783347309,0.953403994273035,"root_mass"
"InCtrl - 522",1.21779636398582,17.3720177673374,31.0010028520714,0.0701010314573535,0.962055419137983,"root_mass"
"InCtrl - 702",7.8547963639858,17.3720177673374,31.0010028520713,0.452152217962515,0.877729373054369,"root_mass"
"InCtrl - 717",-0.752048073218586,17.429419388041,31.3935815149607,-0.0431481999758751,0.965856673471648,"root_mass"
"InCtrl - 733",-3.37627855366046,17.429419388041,31.3935815149607,-0.193711475895581,0.953403994273035,"root_mass"
"InCtrl - 141",-64.3635093815806,17.429419388041,31.3935815149608,-3.6928085754677,0.00851868986116322,"root_mass"
"InCtrl - 522co141",-40.3762036360141,17.3720177673374,31.0010028520713,-2.32420920682737,0.097127601872926,"root_mass"
"InCtrl - 702co141",-62.494203636014,17.3720177673374,31.0010028520714,-3.59740615471364,0.00851868986116322,"root_mass"
"InCtrl - 717co141",-24.7477000717767,17.429419388041,31.3935815149608,-1.41988092206658,0.303411667470905,"root_mass"
"InCtrl - 733co141",-27.0652036360142,17.3720177673374,31.0010028520713,-1.55797697184617,0.273709789358298,"root_mass"
"ExCtrl - 522",-2.18150000000001,21.2057542572701,30.6102216359543,-0.102873020857163,0.953403994273035,"root_mass"
"ExCtrl - 702",4.45549999999997,21.2057542572701,30.6102216359543,0.210108065289518,0.953403994273035,"root_mass"
"ExCtrl - 717",-4.15134443720441,21.2528038742012,30.8705417017209,-0.195331611855871,0.953403994273035,"root_mass"
"ExCtrl - 733",-6.77557491764629,21.2528038742012,30.8705417017209,-0.318808518525462,0.953403994273035,"root_mass"
"ExCtrl - 141",-67.7628057455665,21.2528038742012,30.8705417017209,-3.18841721528442,0.0163545069312048,"root_mass"
"ExCtrl - 522co141",-43.7755,21.2057542572701,30.6102216359543,-2.06432176233449,0.123519607539738,"root_mass"
"ExCtrl - 702co141",-65.8934999999999,21.2057542572701,30.6102216359543,-3.1073405454281,0.0185802194144421,"root_mass"
"ExCtrl - 717co141",-28.1469964357625,21.2528038742012,30.8705417017209,-1.32438978886594,0.31559591514273,"root_mass"
"ExCtrl - 733co141",-30.4645,21.2057542572701,30.6102216359543,-1.43661478061105,0.303411667470905,"root_mass"
"522 - 702",6.63699999999998,17.3144258470546,30.6102216359543,0.383321980100716,0.922075547204074,"root_mass"
"522 - 717",-1.96984443720441,17.3720177673374,31.0010028520721,-0.113391804198363,0.953403994273035,"root_mass"
"522 - 733",-4.59407491764628,17.3720177673374,31.0010028520721,-0.264452579957868,0.953403994273035,"root_mass"
"522 - 141",-65.5813057455665,17.3720177673374,31.001002852072,-3.77511159750663,0.00851868986116322,"root_mass"
"522 - 522co141",-41.5939999999999,17.3144258470546,30.6102216359543,-2.40227428662185,0.0886070072723229,"root_mass"
"522 - 702co141",-63.7119999999999,17.3144258470546,30.6102216359543,-3.67970619198084,0.00851868986116322,"root_mass"
"522 - 717co141",-25.9654964357625,17.3720177673374,31.0010028520721,-1.49467360576746,0.285037627559528,"root_mass"
"522 - 733co141",-28.283,17.3144258470546,30.6102216359543,-1.63349338001937,0.247743417423728,"root_mass"
"702 - 717",-8.60684443720439,17.3720177673374,31.001002852072,-0.495442990703524,0.857699321503272,"root_mass"
"702 - 733",-11.2310749176463,17.3720177673374,31.0010028520721,-0.646503766463029,0.737156655969675,"root_mass"
"702 - 141",-72.2183057455664,17.3720177673374,31.0010028520721,-4.15716278401179,0.00851868986116322,"root_mass"
"702 - 522co141",-48.2309999999999,17.3144258470546,30.6102216359543,-2.78559626672256,0.0384365353864985,"root_mass"
"702 - 702co141",-70.3489999999998,17.3144258470546,30.6102216359543,-4.06302817208156,0.00851868986116322,"root_mass"
"702 - 717co141",-32.6024964357625,17.3720177673374,31.001002852072,-1.87672479227262,0.160408133701987,"root_mass"
"702 - 733co141",-34.92,17.3144258470546,30.6102216359543,-2.01681536012009,0.125686534534459,"root_mass"
"717 - 733",-2.62423048044187,17.429419388041,31.3935815149614,-0.150563275919705,0.953403994273035,"root_mass"
"717 - 141",-63.611461308362,17.429419388041,31.3935815149615,-3.64966037549182,0.00851868986116322,"root_mass"
"717 - 522co141",-39.6241555627955,17.3720177673374,31.001002852072,-2.28091843408636,0.097127601872926,"root_mass"
"717 - 702co141",-61.7421555627954,17.3720177673374,31.0010028520721,-3.55411538197262,0.00851868986116322,"root_mass"
"717 - 717co141",-23.9956519985581,17.429419388041,31.3935815149615,-1.3767327220907,0.304177166636409,"root_mass"
"717 - 733co141",-26.3131555627956,17.3720177673374,31.0010028520721,-1.51468619910516,0.285037627559528,"root_mass"
"733 - 141",-60.9872308279202,17.429419388041,31.3935815149615,-3.49909709957212,0.00867916772593669,"root_mass"
"733 - 522co141",-36.9999250823537,17.3720177673374,31.001002852072,-2.12985765832685,0.11337489696554,"root_mass"
"733 - 702co141",-59.1179250823536,17.3720177673374,31.0010028520721,-3.40305460621312,0.0102082435640892,"root_mass"
"733 - 717co141",-21.3714215181162,17.429419388041,31.3935815149615,-1.226169446171,0.350247877658143,"root_mass"
"733 - 733co141",-23.6889250823537,17.3720177673374,31.0010028520721,-1.36362542334566,0.304177166636409,"root_mass"
"141 - 522co141",23.9873057455665,17.3720177673374,31.0010028520721,1.3808013592219,0.304177166636409,"root_mass"
"141 - 702co141",1.86930574556661,17.3720177673374,31.0010028520721,0.107604411335639,0.953403994273035,"root_mass"
"141 - 717co141",39.615809309804,17.429419388041,31.3935815149615,2.27292765340112,0.097127601872926,"root_mass"
"141 - 733co141",37.2983057455665,17.3720177673374,31.001002852072,2.1470335942031,0.11337489696554,"root_mass"
"522co141 - 702co141",-22.1179999999999,17.3144258470546,30.6102216359543,-1.27743190535899,0.331656352242331,"root_mass"
"522co141 - 717co141",15.6285035642375,17.3720177673374,31.001002852072,0.899636632517264,0.557802547223644,"root_mass"
"522co141 - 733co141",13.311,17.3144258470546,30.6102216359543,0.768780906602476,0.648297618842844,"root_mass"
"702co141 - 717co141",37.7465035642374,17.3720177673374,31.0010028520721,2.17283358040353,0.11337489696554,"root_mass"
"702co141 - 733co141",35.4289999999999,17.3144258470546,30.6102216359543,2.04621281196147,0.123519607539738,"root_mass"
"717co141 - 733co141",-2.31750356423749,17.3720177673374,31.0010028520721,-0.133404397536067,0.953403994273035,"root_mass"
"InCtrl - ExCtrl",4.69051719647885e-14,4.52752557509478,30.8047288735368,1.03600015476018e-14,1,"total_nod"
"InCtrl - 522",4.93825936971258e-14,3.70274712499145,30.9929357816798,1.33367448627051e-14,1,"total_nod"
"InCtrl - 702",4.96970106659377e-14,3.70274712499145,30.9929357816798,1.34216593756865e-14,1,"total_nod"
"InCtrl - 717",5.05173963154947e-14,3.72080225492502,31.5598960617139,1.3577017227569e-14,1,"total_nod"
"InCtrl - 733",4.80302106094109e-14,3.72080225492502,31.559896061714,1.29085630782544e-14,1,"total_nod"
"InCtrl - 141",-40.384278165176,3.72080225492502,31.559896061714,-10.8536480571419,4.27659634863176e-11,"total_nod"
"InCtrl - 522co141",-33,3.70274712499145,30.9929357816798,-8.91230183591761,1.69058880110771e-09,"total_nod"
"InCtrl - 702co141",-33.6499999999999,3.70274712499145,30.9929357816798,-9.08784717510993,1.69058880110771e-09,"total_nod"
"InCtrl - 717co141",-31.3372756787735,3.72080225492502,31.5598960617139,-8.42218251112218,3.85335463022943e-09,"total_nod"
"InCtrl - 733co141",-30.2499999999999,3.70274712499145,30.9929357816798,-8.16961001625781,6.92656645397109e-09,"total_nod"
"ExCtrl - 522",2.47742173233735e-15,4.51269926812264,30.4294996907008,5.48988883402372e-16,1,"total_nod"
"ExCtrl - 702",2.79183870114917e-15,4.51269926812264,30.4294996907008,6.18662697262037e-16,1,"total_nod"
"ExCtrl - 717",3.6122243507062e-15,4.52752557509478,30.8047288735362,7.97836321582918e-16,1,"total_nod"
"ExCtrl - 733",1.12503864462243e-15,4.52752557509478,30.8047288735362,2.48488633793941e-16,1,"total_nod"
"ExCtrl - 141",-40.3842781651761,4.52752557509478,30.8047288735361,-8.91972391880541,1.69058880110771e-09,"total_nod"
"ExCtrl - 522co141",-33,4.51269926812264,30.4294996907008,-7.3126964681891,6.89321496554106e-08,"total_nod"
"ExCtrl - 702co141",-33.65,4.51269926812264,30.4294996907008,-7.45673442892616,4.85296904630925e-08,"total_nod"
"ExCtrl - 717co141",-31.3372756787735,4.52752557509478,30.8047288735361,-6.92150163682234,1.80492561712534e-07,"total_nod"
"ExCtrl - 733co141",-30.25,4.51269926812264,30.4294996907008,-6.70330509584001,3.39619270700012e-07,"total_nod"
"522 - 702",3.14416968811823e-16,3.68460352317719,30.4294996907008,8.53326461949168e-17,1,"total_nod"
"522 - 717",1.13480261836885e-15,3.70274712499145,30.9929357816788,3.06475862396753e-16,1,"total_nod"
"522 - 733",-1.35238308771492e-15,3.70274712499145,30.9929357816787,-3.65237765924414e-16,1,"total_nod"
"522 - 141",-40.3842781651761,3.70274712499145,30.9929357816788,-10.9065720131426,4.27659634863176e-11,"total_nod"
"522 - 522co141",-33,3.68460352317719,30.4294996907008,-8.95618749545799,1.69058880110771e-09,"total_nod"
"522 - 702co141",-33.65,3.68460352317719,30.4294996907008,-9.1325972491564,1.69058880110771e-09,"total_nod"
"522 - 717co141",-31.3372756787735,3.70274712499145,30.9929357816788,-8.46325028983606,3.85335463022943e-09,"total_nod"
"522 - 733co141",-30.25,3.68460352317719,30.4294996907008,-8.20983853750315,6.92656645397109e-09,"total_nod"
"702 - 717",8.20385649557028e-16,3.70274712499145,30.9929357816788,2.21561349415381e-16,1,"total_nod"
"702 - 733",-1.66680005652675e-15,3.70274712499145,30.9929357816788,-4.50152278905786e-16,1,"total_nod"
"702 - 141",-40.3842781651761,3.70274712499145,30.9929357816788,-10.9065720131426,4.27659634863176e-11,"total_nod"
"702 - 522co141",-33,3.68460352317719,30.4294996907008,-8.95618749545799,1.69058880110771e-09,"total_nod"
"702 - 702co141",-33.65,3.68460352317719,30.4294996907008,-9.1325972491564,1.69058880110771e-09,"total_nod"
"702 - 717co141",-31.3372756787735,3.70274712499145,30.9929357816788,-8.46325028983606,3.85335463022943e-09,"total_nod"
"702 - 733co141",-30.25,3.68460352317719,30.4294996907008,-8.20983853750315,6.92656645397109e-09,"total_nod"
"717 - 733",-2.48718570608377e-15,3.72080225492502,31.5598960617129,-6.68454149314607e-16,1,"total_nod"
"717 - 141",-40.3842781651761,3.72080225492502,31.5598960617129,-10.8536480571419,4.27659634863176e-11,"total_nod"
"717 - 522co141",-33,3.70274712499145,30.9929357816788,-8.91230183591763,1.69058880110771e-09,"total_nod"
"717 - 702co141",-33.65,3.70274712499145,30.9929357816788,-9.08784717510995,1.69058880110771e-09,"total_nod"
"717 - 717co141",-31.3372756787735,3.72080225492502,31.5598960617129,-8.4221825111222,3.85335463022943e-09,"total_nod"
"717 - 733co141",-30.25,3.70274712499145,30.9929357816788,-8.16961001625783,6.92656645397109e-09,"total_nod"
"733 - 141",-40.3842781651761,3.72080225492502,31.5598960617129,-10.8536480571419,4.27659634863176e-11,"total_nod"
"733 - 522co141",-33,3.70274712499145,30.9929357816788,-8.91230183591763,1.69058880110771e-09,"total_nod"
"733 - 702co141",-33.65,3.70274712499145,30.9929357816789,-9.08784717510995,1.69058880110771e-09,"total_nod"
"733 - 717co141",-31.3372756787735,3.72080225492502,31.5598960617129,-8.4221825111222,3.85335463022943e-09,"total_nod"
"733 - 733co141",-30.25,3.70274712499145,30.9929357816788,-8.16961001625783,6.92656645397109e-09,"total_nod"
"141 - 522co141",7.38427816517609,3.70274712499145,30.9929357816788,1.99427017722501,0.0916387016275493,"total_nod"
"141 - 702co141",6.73427816517611,3.70274712499145,30.9929357816788,1.8187248380327,0.127193523213543,"total_nod"
"141 - 717co141",9.04700248640259,3.72080225492502,31.5598960617129,2.4314655460197,0.0359232093429393,"total_nod"
"141 - 733co141",10.1342781651761,3.70274712499145,30.9929357816788,2.73696199688482,0.0180527547513659,"total_nod"
"522co141 - 702co141",-0.649999999999977,3.68460352317719,30.4294996907008,-0.176409753698409,1,"total_nod"
"522co141 - 717co141",1.6627243212265,3.70274712499145,30.9929357816788,0.449051546081571,0.950224668537571,"total_nod"
"522co141 - 733co141",2.75000000000001,3.68460352317719,30.4294996907008,0.746348957954835,0.704587085382211,"total_nod"
"702co141 - 717co141",2.31272432122648,3.70274712499145,30.9929357816788,0.624596885273882,0.797956425398199,"total_nod"
"702co141 - 733co141",3.39999999999999,3.68460352317719,30.4294996907008,0.922758711653244,0.571044875381439,"total_nod"
"717co141 - 733co141",1.08727567877351,3.70274712499145,30.9929357816788,0.293640273578234,1,"total_nod"
